Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Рудько,Сніжана,Сергіївна,Жінка,1962-04-17,Філолог,селище Кременець,"парк Студентський, буд. 3 кв. 18, Яремче, 23921",+380 78 030-19-95,dankybkalo@example.org
Даценко,Ростислав,Сергійович,Чоловік,1947-07-03,Історик,село Великі Мости,"вулиця Вишнева, буд. 5, Українка , 51482",922-62-09,zubkoolha@example.org
Чорновіл,Григорій,Богданович,Чоловік,1979-05-24,Інженер,місто Новомиргород,"площа Кипарисний 2-й, буд. 597 кв. 1, Вознесенівка, 26425",+380 (77) 614-30-36,orynakylymnyk@example.com
Романчук,Тереза,Сергіївна,Жінка,2002-10-26,Актор,селище Лутугине,"площа 8-ма Лінія 6-й ст. Люстдорфської дороги, буд. 4 кв. 04, Чуднів, 81582",005 956 99 23,vshtokalo@example.net
Лесик,Гліб,Петрович,Чоловік,1982-12-30,Філолог,селище Городенка,"вулиця Черешнева, буд. 120, Яворів, 10137",+380 67 204-59-90,aaronkonoplia@example.com
Абрагамовський,Яків,Петрович,Чоловік,1978-12-26,Гірничий інженер,село Кам'янка-Бузька,"набережна Нескучна, буд. 8 кв. 29, Васильків, 87992",+380 (83) 573-81-18,skopytko@example.com
Голобородько,Тетяна,Іванівна,Жінка,1974-03-09,Петрограф,селище Рудки,"узвіз Золотий берег, буд. 5 кв. 238, Тростянець, 39286",048 30 43,allakonoplenko@example.org
Швачка,Пріска,Сергіївна,Жінка,1974-12-19,Слідчий,місто Семенівка,"проспект Польовий 1-й, буд. 8 кв. 69, Миронівка, 61675",950 40 95,ielysaveta86@example.com
Лукаш,Азар,Володимирович,Чоловік,1956-11-22,Будник,місто Довжанськ,"провулок Різдвяна, буд. 34, Липовець, 40957",+380 37 483-84-29,ielysavetamasliak@example.com
Шиян,Еріка,Петрівна,Жінка,1990-11-24,Ветеринар,хутір Костянтинівка,"провулок Слобідська, буд. 048, Мала Виска, 62524",075 781-43-82,mykolaieibozhenko@example.com
Батуринець,Стефан,Юрійович,Чоловік,1973-03-06,Перекладач,місто Дрогобич,"провулок 14-та Суворовська, буд. 90, Кременець, 51082",+380 (96) 466-99-50,dotsenkoaaron@example.net
Гриценко,Еріка,Олександрівна,Жінка,2003-06-28,Художник,місто Коломия,"вулиця Манежна, буд. 43 кв. 352, Бориспіль, 08445",317-69-85,ievhen43@example.com
Засенко,Алевтин,Андрійович,Чоловік,1992-03-03,Головний меркшейдер,місто Горішні Плавні,"шосе Водопровідна, буд. 9 кв. 6, Гірське, 58487",678-09-67,vladyslav40@example.net
Байрак,Олесь,Петрович,Чоловік,2001-10-30,Живописець,селище Вінниця,"набережна Профспілкова, буд. 4, Сміла, 07971",024 986-77-39,anitagerus@example.org
Савенко,Орина,Юріївна,Жінка,1963-06-11,Золотар,місто Чорнобиль,"проспект Онезька, буд. 590, Боково-Хрустальне, 77561",017 345 03 71,chmilokhrim@example.com
Шеремета,Ірена,Юріївна,Жінка,1952-11-27,Програміст,селище Кремінна,"вулиця Станційна 3-тя, буд. 7 кв. 9, Біла Церква, 69711",049 971 57 59,martynchupryna@example.org
Іщак,Степан,Олександрович,Чоловік,1984-04-01,Державний службовець,хутір Вижниця,"площа Чернігівська, буд. 606, Горішні Плавні, 23987",044 799 18 95,iaroslavarebryk@example.net
Семенченко,Андрій,Іванович,Чоловік,1981-06-03,Стропальник,місто Хмільник,"вулиця Лиманчик 2-й Лінія 2-га, буд. 08, Богуслав, 25718",+380 65 291 25 18,maksym91@example.com
Сич,Любов,Володимирівна,Жінка,1953-06-18,Агроном,селище Іршава,"провулок Кустанайський 2-й, буд. 17 кв. 702, Гуляйполе, 05370",464-09-89,kchervonenko@example.org
Рябошапка,Владислав,Володимирович,Чоловік,1974-08-26,Співак,селище Приморськ (Україна),"парк Ланжерон, буд. 01 кв. 8, Дрогобич, 42767",+380 53 406-79-62,odatsenko@example.com
Гунько,Устим,Петрович,Чоловік,1967-12-25,Слідчий,місто Шумськ,"проспект Зелена балка, буд. 885 кв. 808, Валки , 20873",236-96-04,vvyshniak@example.org
Жаліло,Орест,Михайлович,Чоловік,1962-07-31,Мірошник,село Селидове,"узвіз Краснослобідська, буд. 805, Попасна, 11134",063 930 93 90,erika04@example.com
Ісаєнко,Назар,Олександрович,Чоловік,1961-12-06,Кур'єр,село Кам'янка-Бузька,"парк Ананьївська, буд. 0 кв. 539, Славута, 37139",427 22 59,tereshchukdanna@example.net
Петлюра,Надія,Олександрівна,Жінка,1992-04-06,Професор,місто Нікополь,"сквер Тупиковий, буд. 73 кв. 5, Вашківці, 77191",+380 03 745-04-16,iaremakozak@example.net
Фоменко,Альберт,Юрійович,Чоловік,1947-03-07,Астронавт,селище Гуляйполе,"площа Деревообробний 4-й, буд. 631, Бровари, 47257",+380 28 968-36-31,valerii32@example.com
Швачка,Йосип,Олександрович,Чоловік,1939-08-19,Епідеміолог,село Курахове,"шосе Керченська, буд. 38 кв. 494, Рубіжне, 97951",096 535 01 60,tverdokhlibvitalii@example.org
Бабак,Петро,Богданович,Чоловік,1992-05-09,Різноробочий,хутір Городенка,"проспект Лузанівка, буд. 085 кв. 275, Лиман , 57046",259 27 41,leon59@example.com
Батіг,Станіслав,Володимирович,Чоловік,1966-08-01,Астроном,село Добромиль,"шосе Дубова, буд. 6, Нове Давидково, 57505",799-34-31,khomabandura@example.net
Дурдинець,Олександр,Володимирович,Чоловік,1955-11-09,Дантист,хутір Новояворівськ,"набережна Дем’янова, буд. 792, Вознесенівка, 88639",732 07 42,lazarenkovolodymyr@example.net
Макогон,Веніямин,Олександрович,Чоловік,1966-08-14,Гінеколог,хутір Підгайці,"набережна Виноградна 3-тя, буд. 6 кв. 7, Теплодар, 62954",526-90-87,frankovladyslav@example.com
Ковпак,Левко,Володимирович,Чоловік,1999-08-13,Секретар,селище Олександрія,"площа Історія Футболу, буд. 9, Моспине, 50389",+380 49 655 11 71,milena05@example.org
Дергач,Опанас,Богданович,Чоловік,1999-08-28,Ді-джей,місто Ходорів,"парк Академіка Вільямса, буд. 668, Жашків, 89232",+380 (57) 192-61-94,zorian13@example.org
Жарко,Зорян,Петрович,Чоловік,1956-07-13,Золотар,хутір Олександрівськ,"вулиця Орловська, буд. 030 кв. 080, Прип'ять , 28223",452 10 13,mishchenkoalla@example.net
Єсипенко,Соломон,Андрійович,Чоловік,1980-08-11,Правник,село Зимогір'я,"узвіз Пестеля, буд. 63, Рогатин, 73084",+380 (47) 710-80-48,bohuslava13@example.org
Єресько,Гаврило,Петрович,Чоловік,2002-11-29,Медик,місто Жовква,"проспект Вапняний 3-й, буд. 8, Угнів, 24625",028-24-03,fivanenko@example.net
Зубко,Венедикт,Сергійович,Чоловік,1997-10-14,Правник,хутір Ічня,"площа Наявний 1-й, буд. 174, Вараш, 48450",+380 94 240 85 67,nosachenkomarusia@example.net
Бабак,Вʼячеслав,Олександрович,Чоловік,1993-09-09,Кінорежисер,місто Сквира,"набережна Одеський, буд. 8 кв. 89, Сокиряни, 51126",795 69 10,khrystyna15@example.com
Єрошенко,Йосип,Юрійович,Чоловік,2007-12-29,Паралегал,селище Бориспіль,"площа Бернардацці, буд. 5, Мукачево, 30462",+380 08 213-24-07,vasylevycholeh@example.net
Жученко,Наталія,Миколаївна,Жінка,2007-10-07,Геофізик,селище Канів,"вулиця Деревообробний 2-й, буд. 1 кв. 71, Деражня, 46599",+380 47 037-91-40,liubov28@example.org
Демʼянчук,Єлисей,Володимирович,Чоловік,2007-06-23,Швачка,село Новоград-Волинський,"провулок Косий, буд. 37, Ніжин, 99561",074 017 85 22,zynovii72@example.org
